id,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,description_tokens
5408,,,,,,,,,Problem Management Business Data Analyst Intern,Corporate,"Columbia, MO",via Monster,"['8 hours ago', 'Internship']",8 hours ago,Internship,,00:31.7,[]
5273,10 to 20,an hour,15.0,10.0,20.0,15.0,,31200.0,"Lead Data Analyst - PowerBi, DAX",Upwork,Anywhere,via Upwork,"['20 hours ago', '10 to 20 an hour', 'Work from home', 'Full-time']",20 hours ago,Full-time,True,00:28.8,"['power_bi', 'dax', 'azure']"
5274,10 to 30,an hour,20.0,10.0,30.0,20.0,,41600.0,Data Analyst needed who is an expert in data extraction in python,Upwork,Anywhere,via Upwork,"['20 hours ago', '10 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:28.8,[]
5275,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Data Analytics,Upwork,Anywhere,via Upwork,"['20 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:33.7,[]
5276,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Zoho Analytics / Data analyst/BI expert to help automate a series...,Upwork,Anywhere,via Upwork,"['20 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:33.7,"['sql', 'spreadsheet']"
5277,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Marketing Data Engineer,Upwork,Anywhere,via Upwork,"['20 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:33.7,"['bigquery', 'sql', 'python']"
5278,25 to 45,an hour,35.0,25.0,45.0,35.0,,72800.0,Statistics Assistance,Upwork,Anywhere,via Upwork,"['20 hours ago', '25 to 45 an hour', 'Work from home', 'Contractor']",20 hours ago,Contractor,True,00:08.4,[]
5279,35 to 75,an hour,55.0,35.0,75.0,55.0,,114400.0,Data analysis,Upwork,Anywhere,via Upwork,"['20 hours ago', '35 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:08.4,"['word', 'excel']"
5280,17 to 100,an hour,58.5,17.0,100.0,58.5,,121680.0,Survey Results Analysis,Upwork,Anywhere,via Upwork,"['20 hours ago', '17 to 100 an hour', 'Work from home', 'Contractor']",20 hours ago,Contractor,True,00:08.4,['excel']
5281,17 to 100,an hour,58.5,17.0,100.0,58.5,,121680.0,PowerBI Report DAX Formula for Specific Result,Upwork,Anywhere,via Upwork,"['20 hours ago', '17 to 100 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,00:08.4,['sql']
5282,,,,,,,,,Account Manager // Data Analyst,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:08.4,[]
5283,,,,,,,,,Sentiment Analysis,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:08.4,[]
5284,,,,,,,,,Data and Process Analyst for HRIS,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:08.4,"['outlook', 'word', 'excel']"
5285,,,,,,,,,Spss data analysis project / Projet d'Analyse Spss,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:08.4,['spss']
5286,,,,,,,,,Data analysis and correlation,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:08.4,[]
5287,,,,,,,,,MatLab to Python,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:08.4,"['python', 'matlab']"
5288,,,,,,,,,Excel Specialist,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,['excel']
5289,,,,,,,,,Data analyst / data scrapper,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,[]
5290,,,,,,,,,Website Attribution Modeling,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,[]
5291,,,,,,,,,"Metropolis-Hastings algorithm for MCMC, Using Stata",Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,[]
5292,,,,,,,,,Need a data analyst expert to finish 7-8 projects,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,[]
5293,,,,,,,,,Metatrader research and analysis project.,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,['go']
5294,,,,,,,,,Social web analytics using R,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,['r']
5295,,,,,,,,,Google analytic,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,[]
5296,,,,,,,,,Business Analytics Report,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,[]
5297,,,,,,,,,Microsoft Excel Analysis,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:10.6,['excel']
5298,,,,,,,,,Google Analytics Updates,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:18.5,[]
5299,,,,,,,,,Correct setup of S2S tracking / outbrain / stape,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:18.5,[]
5300,,,,,,,,,Data Modeling,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:18.5,[]
5301,,,,,,,,,Expert data analyst,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:18.5,[]
5302,,,,,,,,,Marketing Data Analyst,Upwork,Anywhere,via Upwork,"['21 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:18.5,[]
5303,10 to 15,an hour,12.5,10.0,15.0,12.5,,26000.0,Hiring for Finance - Business / Data Analyst / BI / Analytics Position,Upwork,Anywhere,via Upwork,"['21 hours ago', '10 to 15 an hour', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:18.5,"['excel', 'sap', 'microstrategy', 'tableau']"
5304,12 to 35,an hour,23.5,12.0,35.0,23.5,,48880.0,Data Analysis and Predictions,Upwork,Anywhere,via Upwork,"['21 hours ago', '12 to 35 an hour', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:18.5,[]
5305,13 to 15,an hour,14.0,13.0,15.0,14.0,,29120.0,Simple SPSS statistical data analysis,Upwork,Anywhere,via Upwork,"['21 hours ago', '13 to 15 an hour', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:18.5,['spss']
5306,15 to 35,an hour,25.0,15.0,35.0,25.0,,52000.0,Data Analyst | Firebase/GA4/Bigquery,Upwork,Anywhere,via Upwork,"['21 hours ago', '15 to 35 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:18.5,"['sql', 'bigquery']"
5307,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Xcel Data AnalyticsäóîModest Complexityäó»s,Upwork,Anywhere,via Upwork,"['21 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:18.5,[]
5308,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Google Data Studio and Analytics expert,Upwork,Anywhere,via Upwork,"['21 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:24.3,[]
5309,30 to 45,an hour,37.5,30.0,45.0,37.5,,78000.0,Clean data and balancing table (in R),Upwork,Anywhere,via Upwork,"['21 hours ago', '30 to 45 an hour', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:24.3,['r']
5310,35 to 75,an hour,55.0,35.0,75.0,55.0,,114400.0,Google Tag Manager Cleanup (GA4 setup),Upwork,Anywhere,via Upwork,"['21 hours ago', '35 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:24.3,[]
5311,35 to 75,an hour,55.0,35.0,75.0,55.0,,114400.0,Data Analyst Expert,Upwork,Anywhere,via Upwork,"['21 hours ago', '35 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:24.3,['sql']
5312,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Create KPIs & Calculation for Marketing Agency,Upwork,Anywhere,via Upwork,"['21 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:24.3,[]
5313,,,,,,,,,Marketing Data Analyst,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Part-time', 'No degree mentioned']",22 hours ago,Part-time,True,00:24.3,[]
5314,,,,,,,,,Macro Researcher,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor']",22 hours ago,Contractor,True,00:24.3,[]
5315,,,,,,,,,Good Analytical & Research skills.,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor']",22 hours ago,Contractor,True,00:24.3,[]
5316,,,,,,,,,Psychometrician needed to develop psychometric tests,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor']",22 hours ago,Contractor,True,00:24.3,"['excel', 'r', 'python', 'spss']"
5317,,,,,,,,,"Ghostwriter-methodology, analysis and results for research project",Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor']",22 hours ago,Contractor,True,00:24.3,[]
5318,,,,,,,,,Statistical analysis with economic data/excel project,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor']",22 hours ago,Contractor,True,00:25.5,['excel']
5319,,,,,,,,,Correlation Coefficient Analysis,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor']",22 hours ago,Contractor,True,00:25.5,[]
5320,,,,,,,,,Python Pandas Help with merging,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:25.5,[]
5321,,,,,,,,,"Data Analytics, Psychometric testing expert",Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:25.5,[]
5322,,,,,,,,,Data Analyst (Mob App - iOS & Android),Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:25.5,"['spreadsheet', 'excel']"
5323,,,,,,,,,Skill Assessment CDR,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:25.5,[]
5324,,,,,,,,,SPSS expert Data Analyst needed,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:25.5,"['spss', 'excel']"
5325,,,,,,,,,Excel guru,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:25.5,"['spreadsheet', 'spreadsheet']"
5326,,,,,,,,,Data analyst,Upwork,Anywhere,via Upwork,"['22 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:25.5,"['spreadsheet', 'excel', 'sql']"
5327,17 to 30,an hour,23.5,17.0,30.0,23.5,,48880.0,Thematic Analysis 10 interviews,Upwork,Anywhere,via Upwork,"['22 hours ago', '17 to 30 an hour', 'Work from home', 'Contractor']",22 hours ago,Contractor,True,00:25.5,[]
5328,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Analyst,Upwork,Anywhere,via Upwork,"['22 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor']",22 hours ago,Contractor,True,00:27.3,"['sql', 'power_bi', 'python']"
5329,17 to 45,an hour,31.0,17.0,45.0,31.0,,64480.0,Excel Pivot Table Expert,Upwork,Anywhere,via Upwork,"['22 hours ago', '17 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:27.3,[]
5330,20 to 30,an hour,25.0,20.0,30.0,25.0,,52000.0,Data Analyst with MongoDB and data visualization skills,Upwork,Anywhere,via Upwork,"['22 hours ago', '20 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:27.3,"['sql', 'mongo', 'tableau', 'mongodb']"
5331,30 to 60,an hour,45.0,30.0,60.0,45.0,,93600.0,"Data analyst with SQL ,Power bi and tableau skill",Upwork,Anywhere,via Upwork,"['22 hours ago', '30 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:27.3,"['spreadsheet', 'excel', 'sql', 'tableau', 'power_bi']"
5332,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Data analyst - mental healthcare company,Upwork,Anywhere,via Upwork,"['22 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:27.3,[]
5333,40 to 100,an hour,70.0,40.0,100.0,70.0,,145600.0,Quantitative Analyst Needed for Dissertation Data,Upwork,Anywhere,via Upwork,"['22 hours ago', '40 to 100 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:27.3,['sas']
5334,70 to 115,an hour,92.5,70.0,115.0,92.5,,192400.0,Data analyst/BI expert to help automate a series of analytics reports,Upwork,Anywhere,via Upwork,"['22 hours ago', '70 to 115 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:27.3,[]
5335,8 to 32,an hour,20.0,8.0,32.0,20.0,,41600.0,Residential Real Estate Market and Property Analysis,Upwork,Anywhere,via Upwork,"['23 hours ago', '8 to 32 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:27.3,[]
5336,,,,,,,,,Python - Data engineering and Data analytics - Full time,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Full-time']",23 hours ago,Full-time,True,00:27.3,"['python', 'power_bi']"
5337,,,,,,,,,Data Scientist and Data analyst,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor']",23 hours ago,Contractor,True,00:27.3,['sql']
5338,,,,,,,,,Expert time series R,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor']",23 hours ago,Contractor,True,00:28.3,['r']
5339,,,,,,,,,GAMS help needed,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,['c']
5340,,,,,,,,,Task to fix power bi Dax formula,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,['dax']
5341,,,,,,,,,SAS programing,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,['sas']
5342,,,,,,,,,SAS programing,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,['sas']
5343,,,,,,,,,Python + Excel Data,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,"['python', 'excel']"
5344,,,,,,,,,Data analyst/BI expert to help automate a series of analytics reports,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,[]
5345,,,,,,,,,Google Analytics 4 Training,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,[]
5346,,,,,,,,,Google Analytics Mentor,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,[]
5347,,,,,,,,,Create an App in Tableau's Exchange,Upwork,Anywhere,via Upwork,"['23 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:28.3,"['snowflake', 'tableau']"
5348,10 to 15,an hour,12.5,10.0,15.0,12.5,,26000.0,Timeseries expert in R,Upwork,Anywhere,via Upwork,"['23 hours ago', '10 to 15 an hour', 'Work from home', 'Contractor']",23 hours ago,Contractor,True,00:31.6,['r']
5349,12 to 20,an hour,16.0,12.0,20.0,16.0,,33280.0,Lasso simulation in R programming,Upwork,Anywhere,via Upwork,"['23 hours ago', '12 to 20 an hour', 'Work from home', 'Contractor']",23 hours ago,Contractor,True,00:31.6,['r']
5350,17 to 35,an hour,26.0,17.0,35.0,26.0,,54080.0,Marketing analytics and tracking specialist,Upwork,Anywhere,via Upwork,"['23 hours ago', '17 to 35 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:31.6,"['spreadsheet', 'excel']"
5351,30 to 50,an hour,40.0,30.0,50.0,40.0,,83200.0,Data analyst expert to help automate reports in Google Data studio,Upwork,Anywhere,via Upwork,"['23 hours ago', '30 to 50 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:31.6,[]
5352,40 to 75,an hour,57.5,40.0,75.0,57.5,,119600.0,Ecommerce data analyst: LTV expert,Upwork,Anywhere,via Upwork,"['23 hours ago', '40 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:31.6,[]
5353,50 to 90,an hour,70.0,50.0,90.0,70.0,,145600.0,Data analyst to build PowerPoint deck,Upwork,Anywhere,via Upwork,"['23 hours ago', '50 to 90 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",23 hours ago,Contractor,True,00:31.6,['powerpoint']
5354,70 to 180,an hour,125.0,70.0,180.0,125.0,,260000.0,Consultation on Data Analysis for Master's Thesis,Upwork,Anywhere,via Upwork,"['23 hours ago', '70 to 180 an hour', 'Work from home', 'Contractor']",23 hours ago,Contractor,True,00:31.6,[]
5355,,,,,,,,,Data Analyst for company data sources,Upwork,Anywhere,via Upwork,"['24 hours ago', 'Work from home', 'Contractor']",24 hours ago,Contractor,True,00:31.6,[]
5356,,,,,,,,,Tableau -Data Analytics and Calculation,Upwork,Anywhere,via Upwork,"['24 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",24 hours ago,Contractor,True,00:31.6,[]
5357,,,,,,,,,setup GA4 for ecommerce with prestashop CMS,Upwork,Anywhere,via Upwork,"['24 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",24 hours ago,Contractor,True,00:32.7,[]
5358,,,,,,,,,Document analysis,Upwork,Anywhere,via Upwork,"['24 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",24 hours ago,Contractor,True,00:32.7,[]
5359,,,,,,,,,Conversion Tracking for GTM,Upwork,Anywhere,via Upwork,"['24 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",24 hours ago,Contractor,True,00:32.7,[]
5360,10 to 45,an hour,27.5,10.0,45.0,27.5,,57200.0,One to One Pandas Training,Upwork,Anywhere,via Upwork,"['24 hours ago', '10 to 45 an hour', 'Work from home', 'Contractor']",24 hours ago,Contractor,True,00:32.7,"['pandas', 'jupyter']"
